0,0,0.7003610108303249
0,1,0.6967509025270758
0,2,0.7111913357400722
0,3,0.7075812274368231
0,4,0.7075812274368231
0,5,0.6859205776173285
0,6,0.7111913357400722
0,7,0.7111913357400722
0,8,0.7075812274368231
0,9,0.7003610108303249
0,10,0.7003610108303249
0,11,0.703971119133574
1,0,0.7075812274368231
1,1,0.7220216606498195
1,2,0.7075812274368231
1,3,0.7184115523465704
1,4,0.7111913357400722
1,5,0.7075812274368231
1,6,0.7111913357400722
1,7,0.7003610108303249
1,8,0.7148014440433214
1,9,0.7003610108303249
1,10,0.7075812274368231
1,11,0.7003610108303249
2,0,0.7256317689530686
2,1,0.7220216606498195
2,2,0.7003610108303249
2,3,0.7111913357400722
2,4,0.7184115523465704
2,5,0.7256317689530686
2,6,0.6931407942238267
2,7,0.7148014440433214
2,8,0.7111913357400722
2,9,0.7111913357400722
2,10,0.6895306859205776
2,11,0.7184115523465704
3,0,0.6714801444043321
3,1,0.7148014440433214
3,2,0.7111913357400722
3,3,0.7184115523465704
3,4,0.7003610108303249
3,5,0.7148014440433214
3,6,0.7184115523465704
3,7,0.6967509025270758
3,8,0.703971119133574
3,9,0.7184115523465704
3,10,0.7111913357400722
3,11,0.7111913357400722
4,0,0.7148014440433214
4,1,0.6967509025270758
4,2,0.7256317689530686
4,3,0.7003610108303249
4,4,0.7184115523465704
4,5,0.7111913357400722
4,6,0.7184115523465704
4,7,0.7075812274368231
4,8,0.7111913357400722
4,9,0.7111913357400722
4,10,0.7111913357400722
4,11,0.7075812274368231
5,0,0.7184115523465704
5,1,0.7184115523465704
5,2,0.7184115523465704
5,3,0.7220216606498195
5,4,0.7148014440433214
5,5,0.7148014440433214
5,6,0.7184115523465704
5,7,0.7075812274368231
5,8,0.6967509025270758
5,9,0.7184115523465704
5,10,0.7148014440433214
5,11,0.7075812274368231
6,0,0.7148014440433214
6,1,0.7184115523465704
6,2,0.7148014440433214
6,3,0.7111913357400722
6,4,0.7184115523465704
6,5,0.7111913357400722
6,6,0.7184115523465704
6,7,0.7111913357400722
6,8,0.7111913357400722
6,9,0.7003610108303249
6,10,0.7111913357400722
6,11,0.7220216606498195
7,0,0.7148014440433214
7,1,0.7075812274368231
7,2,0.7111913357400722
7,3,0.7184115523465704
7,4,0.7184115523465704
7,5,0.7111913357400722
7,6,0.7184115523465704
7,7,0.7148014440433214
7,8,0.7148014440433214
7,9,0.7184115523465704
7,10,0.7184115523465704
7,11,0.7111913357400722
8,0,0.7148014440433214
8,1,0.6787003610108303
8,2,0.7148014440433214
8,3,0.6931407942238267
8,4,0.703971119133574
8,5,0.7148014440433214
8,6,0.7220216606498195
8,7,0.7184115523465704
8,8,0.7075812274368231
8,9,0.7148014440433214
8,10,0.7148014440433214
8,11,0.7148014440433214
9,0,0.7184115523465704
9,1,0.7111913357400722
9,2,0.7220216606498195
9,3,0.7075812274368231
9,4,0.7148014440433214
9,5,0.7075812274368231
9,6,0.7111913357400722
9,7,0.7184115523465704
9,8,0.6931407942238267
9,9,0.7184115523465704
9,10,0.7148014440433214
9,11,0.6859205776173285
10,0,0.703971119133574
10,1,0.7148014440433214
10,2,0.7075812274368231
10,3,0.6678700361010831
10,4,0.7256317689530686
10,5,0.7184115523465704
10,6,0.7184115523465704
10,7,0.7148014440433214
10,8,0.703971119133574
10,9,0.7148014440433214
10,10,0.6931407942238267
10,11,0.7003610108303249
11,0,0.7148014440433214
11,1,0.7075812274368231
11,2,0.703971119133574
11,3,0.7111913357400722
11,4,0.7111913357400722
11,5,0.7148014440433214
11,6,0.7184115523465704
11,7,0.7184115523465704
11,8,0.7148014440433214
11,9,0.7075812274368231
11,10,0.7148014440433214
11,11,0.7148014440433214
